Account_number,PORTFOLIO,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,Account Open Date,Loan_amount,Loan_status,Last_payment_date,Origination_fico_score,Current_fico_score,Current_outstanding,Current_outstanding_v1,Loan_amount_v1
38695872,MORTGAGE,284-15-8967,308-519-6350,Prosser,Prosser,Prosser,NE,68868,Midwest,02-05-2020,"$1,50,709",Non-Default,17-01-2021,745,771,"$66,312",66312,150709
38695873,CREDIT CARD,441-29-6623,225-389-9132,Des Allemands,St. Charles,Des Allemands,LA,70030,South,23-09-2020,"$66,989",Non-Default,24-08-2021,692,685,"$22,776",22776,66989
38695874,CREDIT CARD,698-16-0569,206-477-3753,Lynden,Whatcom,Lynden,WA,98264,West,23-02-2018,"$93,360",Non-Default,26-11-2020,782,830,"$24,274",24274,93360
38695875,MORTGAGE,309-37-6449,319-315-8704,Orchard,Mitchell,Orchard,IA,50460,Midwest,04-01-2019,"$7,93,802",Non-Default,29-01-2021,674,692,"$95,256",95256,793802
38695876,CREDIT CARD,461-99-7736,205-930-4324,Booth,Autauga,Booth,AL,36008,South,21-02-2021,"$42,397",Non-Default,24-08-2021,772,795,"$12,719",12719,42397
38695877,CREDIT CARD,678-22-9580,209-647-0450,Grenada,Siskiyou,Grenada,CA,96038,West,22-05-2018,"$77,192",Non-Default,10-03-2021,742,758,"$23,158",23158,77192
38695878,CREDIT CARD,357-08-3480,209-631-6581,Santa Ana,Orange,Santa Ana,CA,92701,West,03-05-2021,"$89,200",Default,04-07-2021,693,688,"$12,488",12488,89200
38695879,CREDIT CARD,772-02-9342,503-935-4530,Rufus,Sherman,Rufus,OR,97050,West,25-05-2021,"$46,774",Default,01-08-2021,829,841,"$22,919",22919,46774
38695880,CREDIT CARD,671-48-3981,212-388-3579,Prospect,Oneida,Prospect,NY,13435,Northeast,25-06-2020,"$38,608",Non-Default,31-01-2021,898,921,"$7,722",7722,38608
38695881,PERSONAL LOAN,731-28-7626,215-303-8137,Pittsburgh,Allegheny,Pittsburgh,PA,15228,Northeast,24-08-2019,"$37,745",Non-Default,21-03-2021,797,827,"$11,324",11324,37745
38695882,CREDIT CARD,621-85-2502,252-609-7898,Elizabeth City,Pasquotank,Elizabeth City,NC,27907,South,26-09-2019,"$49,261",Non-Default,24-08-2021,886,900,"$5,419",5419,49261
38695883,MORTGAGE,231-99-0042,215-606-0496,Paoli,Chester,Paoli,PA,19301,Northeast,24-08-2021,"$2,31,070",Default,24-08-2021,861,879,"$30,039",30039,231070
38695884,CREDIT CARD,431-99-5791,212-753-6655,Odessa,Schuyler,Odessa,NY,14869,Northeast,09-11-2020,"$36,807",Default,24-08-2021,706,729,"$15,091",15091,36807
38695885,MORTGAGE,187-86-3578,216-571-7859,Lima,Allen,Lima,OH,45805,Midwest,01-02-2021,"$9,56,882",Non-Default,24-08-2021,757,751,"$4,30,597",430597,956882
38695886,CREDIT CARD,697-16-2991,229-681-6494,Macon,Bibb,Macon,GA,31205,South,23-02-2020,"$75,843",Default,11-07-2021,851,868,"$28,062",28062,75843
38695887,CREDIT CARD,528-99-6755,231-856-8514,Holland,Ottawa,Holland,MI,49423,Midwest,28-10-2020,"$68,224",Non-Default,09-03-2021,733,735,"$2,729",2729,68224
38695888,CREDIT CARD,686-24-7040,303-407-8592,Fort Collins,Larimer,Fort Collins,CO,80553,West,08-10-2018,"$81,785",Non-Default,27-04-2021,856,877,"$35,168",35168,81785
38695889,MORTGAGE,566-99-2284,216-791-7779,Hamilton,Butler,Hamilton,OH,45011,Midwest,16-07-2018,"$9,33,417",Non-Default,03-08-2021,718,709,"$1,49,347",149347,933417
38695890,PERSONAL LOAN,019-94-8584,406-844-3658,Cat Creek,Cat Creek,Cat Creek,MT,59017,West,25-12-2020,"$1,07,312",Non-Default,24-08-2021,889,928,"$5,366",5366,107312
38695891,PERSONAL LOAN,468-57-2221,218-836-3002,Argyle,Marshall,Argyle,MN,56713,Midwest,09-04-2018,"$59,667",Default,24-08-2021,820,845,"$5,370",5370,59667
38695892,MORTGAGE,718-18-2380,209-758-6929,Trabuco Canyon,Orange,Trabuco Canyon,CA,92678,West,02-08-2019,"$8,40,674",Non-Default,05-01-2021,676,671,"$3,69,897",369897,840674
38695893,CREDIT CARD,082-02-5625,303-926-8561,Evans,Weld,Evans,CO,80620,West,10-12-2020,"$88,623",Non-Default,09-11-2020,690,717,"$1,772",1772,88623
38695894,CREDIT CARD,573-99-6201,209-917-3178,South Lake Tahoe,El Dorado,South Lake Tahoe,CA,96151,West,23-02-2019,"$32,206",Non-Default,20-07-2021,712,711,"$14,493",14493,32206
38695895,CREDIT CARD,461-99-8711,252-324-0871,Hope Mills,Cumberland,Hope Mills,NC,28348,South,18-05-2021,"$28,745",Default,24-08-2021,786,809,"$12,073",12073,28745
38695896,MORTGAGE,472-57-2245,229-440-1705,Lavonia,Franklin,Lavonia,GA,30553,South,14-01-2020,"$9,56,441",Non-Default,21-01-2021,731,743,"$4,78,221",478221,956441
38695897,CREDIT CARD,409-99-7511,701-267-3371,Finley,Steele,Finley,ND,58230,Midwest,24-06-2021,"$61,045",Non-Default,24-08-2021,738,778,"$24,418",24418,61045
38695898,PERSONAL LOAN,059-02-1041,270-947-1344,Willard,Carter,Willard,KY,41181,South,16-02-2021,"$79,978",Non-Default,24-08-2021,786,796,"$18,395",18395,79978
38695899,PERSONAL LOAN,243-99-3027,314-521-1536,Barnett,Morgan,Barnett,MO,65011,Midwest,10-05-2018,"$1,03,558",Non-Default,07-01-2021,860,888,"$15,534",15534,103558
38695900,PERSONAL LOAN,516-49-7852,215-654-9844,Bethlehem,Lehigh,Bethlehem,PA,18025,Northeast,10-06-2019,"$1,76,015",Non-Default,06-11-2020,900,904,"$24,642",24642,176015
38695901,CREDIT CARD,649-56-8886,205-478-2805,Butler,Choctaw,Butler,AL,36904,South,26-05-2018,"$53,681",Non-Default,23-04-2021,827,841,"$8,589",8589,53681
38695902,MORTGAGE,216-89-1587,314-269-1604,Rhineland,Montgomery,Rhineland,MO,65069,Midwest,25-12-2020,"$2,15,986",Non-Default,24-08-2021,832,850,"$58,316",58316,215986
38695903,CREDIT CARD,365-39-1501,219-669-9164,Taylorsville,Bartholomew,Taylorsville,IN,47280,Midwest,14-02-2021,"$57,392",Default,02-12-2020,720,715,"$3,444",3444,57392
38695904,PERSONAL LOAN,541-83-6199,236-632-4749,Victoria,Lunenburg,Victoria,VA,23974,South,04-08-2020,"$1,71,810",Default,06-02-2021,828,837,"$67,006",67006,171810
38695905,CREDIT CARD,349-08-2722,216-502-0986,Rocky Ridge,Ottawa,Rocky Ridge,OH,43458,Midwest,24-03-2021,"$39,500",Non-Default,10-08-2021,654,688,"$17,380",17380,39500
38695906,MORTGAGE,023-92-4600,217-812-3407,Assumption,Christian,Assumption,IL,62510,Midwest,24-05-2018,"$1,76,136",Non-Default,24-08-2021,896,915,"$17,614",17614,176136
38695907,CREDIT CARD,699-16-4997,231-814-2474,Onondaga,Ingham,Onondaga,MI,49264,Midwest,23-06-2020,"$52,277",Non-Default,06-04-2021,788,798,"$8,887",8887,52277
38695908,MORTGAGE,141-23-5062,240-825-8110,Drayden,St. Mary's,Drayden,MD,20630,South,16-06-2021,"$5,27,607",Non-Default,15-04-2021,766,782,$0,0,527607
38695909,CREDIT CARD,271-17-9025,207-910-6736,Portland,Cumberland,Portland,ME,4112,Northeast,24-10-2018,"$70,768",Non-Default,24-08-2021,761,804,"$24,061",24061,70768
38695910,MORTGAGE,232-57-0125,270-281-0797,Lexington,Fayette,Lexington,KY,40555,South,27-08-2019,"$2,74,298",Non-Default,02-02-2021,847,842,"$96,004",96004,274298
38695911,CREDIT CARD,424-65-3913,209-719-0793,Temecula,Riverside,Temecula,CA,92593,West,07-03-2021,"$31,288",Default,16-11-2020,799,839,"$8,761",8761,31288
38695912,MORTGAGE,277-17-8002,308-334-9811,Huntley,Huntley,Huntley,NE,68951,Midwest,24-08-2021,"$6,45,627",Non-Default,25-02-2021,793,838,"$90,388",90388,645627
38695913,MORTGAGE,100-02-9830,302-536-0564,Frankford,Sussex,Frankford,DE,19945,South,24-08-2020,"$3,96,361",Default,14-06-2021,650,664,"$1,98,181",198181,396361
38695914,PERSONAL LOAN,333-11-6487,210-337-4906,Luling,Caldwell,Luling,TX,78648,South,07-08-2021,"$82,638",Default,26-01-2021,787,799,"$23,965",23965,82638
38695915,MORTGAGE,310-37-3173,423-379-5880,Watts Bar Dam,Rhea,Watts Bar Dam,TN,37395,South,01-05-2018,"$3,57,844",Default,29-06-2021,850,840,"$1,71,765",171765,357844
38695916,MORTGAGE,302-15-9359,252-385-2237,Charlotte,Mecklenburg,Charlotte,NC,28261,South,07-03-2018,"$2,27,710",Default,24-08-2021,680,691,"$77,421",77421,227710
38695917,CREDIT CARD,731-28-4207,215-435-5476,Kulpsville,Montgomery,Kulpsville,PA,19443,Northeast,24-08-2021,"$73,789",Non-Default,01-04-2021,738,750,"$25,826",25826,73789
38695918,CREDIT CARD,097-02-5292,209-969-9367,Beale Afb,Yuba,Beale Afb,CA,95903,West,16-04-2021,"$53,227",Non-Default,06-06-2021,738,775,"$11,178",11178,53227
38695919,PERSONAL LOAN,434-99-7235,210-712-1993,Houston,Harris,Houston,TX,77088,South,21-05-2020,"$1,91,558",Non-Default,21-08-2021,897,903,"$55,552",55552,191558
38695920,MORTGAGE,193-86-9256,218-827-0269,Belgrade,Stearns,Belgrade,MN,56312,Midwest,08-09-2018,"$7,45,840",Non-Default,24-08-2021,876,916,"$2,16,294",216294,745840
38695921,MORTGAGE,498-29-3251,262-889-6980,Randolph,Columbia,Randolph,WI,53957,Midwest,11-01-2019,"$3,24,430",Default,02-03-2021,801,845,"$9,733",9733,324430
38695922,MORTGAGE,280-15-6429,236-490-0315,Casanova,Fauquier,Casanova,VA,20139,South,17-01-2018,"$8,02,005",Non-Default,30-07-2021,699,730,"$2,48,622",248622,802005
38695923,CREDIT CARD,206-84-5091,239-664-5890,Orlando,Orange,Orlando,FL,32817,South,10-01-2021,"$53,269",Default,24-08-2021,672,662,"$20,775",20775,53269
38695924,MORTGAGE,566-99-8596,217-236-1289,Carol Stream,DuPage,Carol Stream,IL,60125,Midwest,11-09-2019,"$1,28,314",Non-Default,21-02-2021,865,884,"$39,777",39777,128314
38695925,PERSONAL LOAN,430-99-5094,212-705-3085,Albany,Albany,Albany,NY,12245,Northeast,24-08-2021,"$1,11,075",Non-Default,10-06-2021,725,771,$0,0,111075
38695926,CREDIT CARD,415-99-3066,212-438-6379,Westhampton Beach,Suffolk,Westhampton Beach,NY,11978,Northeast,12-09-2019,"$33,368",Non-Default,02-04-2021,713,753,"$12,680",12680,33368
38695927,MORTGAGE,588-09-5259,423-802-6829,Shiloh,Hardin,Shiloh,TN,38376,South,15-03-2018,"$7,32,183",Non-Default,31-07-2021,753,749,"$21,965",21965,732183
38695928,CREDIT CARD,414-99-4064,406-413-5180,Lodge Grass,Big Horn,Lodge Grass,MT,59050,West,28-06-2021,"$50,372",Non-Default,23-02-2021,854,854,"$10,578",10578,50372
38695929,PERSONAL LOAN,505-59-9896,303-714-4297,Wiggins,Morgan,Wiggins,CO,80654,West,12-03-2018,"$1,84,011",Non-Default,27-05-2021,681,731,"$51,523",51523,184011
38695930,PERSONAL LOAN,277-17-6652,319-675-8693,Wellsburg,Grundy,Wellsburg,IA,50680,Midwest,01-12-2020,"$1,96,993",Default,24-08-2021,883,895,"$88,647",88647,196993
38695931,CREDIT CARD,376-37-0792,217-322-6567,Peoria,Peoria,Peoria,IL,61637,Midwest,23-04-2018,"$68,072",Non-Default,22-05-2021,692,724,"$17,018",17018,68072
38695932,MORTGAGE,124-98-3125,603-283-4327,Chichester,Chichester,Chichester,NH,3258,Northeast,19-03-2018,"$1,61,153",Non-Default,24-08-2021,691,694,"$32,231",32231,161153
38695933,CREDIT CARD,389-33-4852,201-274-3625,Deerfield Street,Cumberland,Deerfield Street,NJ,8313,Northeast,24-08-2021,"$69,150",Non-Default,17-11-2020,789,821,"$33,192",33192,69150
38695934,PERSONAL LOAN,665-22-1921,605-890-0893,Pukwana,Brule,Pukwana,SD,57370,Midwest,21-05-2021,"$61,905",Non-Default,21-03-2021,883,873,"$9,905",9905,61905
38695935,PERSONAL LOAN,686-24-4271,206-341-9362,Tacoma,Tacoma,Tacoma,WA,98417,West,23-02-2020,"$1,91,942",Non-Default,09-04-2021,664,705,"$40,308",40308,191942
38695936,CREDIT CARD,714-18-9026,218-396-3610,Walters,Walters,Walters,MN,56092,Midwest,23-12-2019,"$98,883",Non-Default,24-08-2021,740,786,"$30,654",30654,98883
38695937,MORTGAGE,205-84-9182,239-365-6577,Wellborn,Suwannee,Wellborn,FL,32094,South,17-08-2020,"$7,14,468",Non-Default,18-07-2021,784,799,"$3,14,366",314366,714468
38695938,PERSONAL LOAN,367-39-1884,217-996-9106,Cameron,Warren,Cameron,IL,61423,Midwest,17-12-2020,"$82,673",Non-Default,01-11-2020,762,784,"$23,148",23148,82673
38695939,CREDIT CARD,446-27-2814,218-305-1973,Tintah,Traverse,Tintah,MN,56583,Midwest,22-01-2019,"$74,567",Default,26-01-2021,756,788,"$23,861",23861,74567
38695940,MORTGAGE,062-02-5796,304-828-0414,Montana Mines,Marion,Montana Mines,WV,26586,South,24-08-2021,"$5,17,183",Non-Default,06-08-2021,732,770,"$77,577",77577,517183
38695941,CREDIT CARD,518-89-9143,423-794-1161,Spring Hill,Maury,Spring Hill,TN,37174,South,14-09-2020,"$56,279",Non-Default,29-07-2021,701,743,"$9,005",9005,56279
38695942,MORTGAGE,700-18-2835,304-229-1971,Lorentz,Upshur,Lorentz,WV,26229,South,10-05-2020,"$8,62,290",Non-Default,24-08-2021,797,836,"$3,70,785",370785,862290
38695943,MORTGAGE,154-23-3063,208-983-3657,Boise,Ada,Boise,ID,83722,West,26-05-2021,"$7,82,179",Default,24-08-2021,767,793,"$46,931",46931,782179
38695944,MORTGAGE,457-99-3244,252-379-4621,Mount Holly,Gaston,Mount Holly,NC,28120,South,24-08-2021,"$7,38,878",Default,24-05-2021,843,888,"$73,888",73888,738878
38695945,PERSONAL LOAN,073-02-3022,252-693-7883,Jacksonville,Onslow,Jacksonville,NC,28541,South,07-12-2018,"$1,62,335",Non-Default,24-08-2021,845,847,"$69,804",69804,162335
38695946,MORTGAGE,217-89-9348,803-854-0616,Columbia,Richland,Columbia,SC,29226,South,18-06-2018,"$4,83,206",Non-Default,24-08-2021,753,775,"$2,07,779",207779,483206
38695947,MORTGAGE,403-73-6196,216-668-6171,Chilo,Clermont,Chilo,OH,45112,Midwest,12-06-2019,"$3,25,161",Non-Default,07-02-2021,888,915,"$1,62,581",162581,325161
38695948,PERSONAL LOAN,317-35-1961,212-974-8613,Cornwall On Hudson,Orange,Cornwall On Hudson,NY,12520,Northeast,07-09-2020,"$1,90,222",Non-Default,24-08-2021,855,857,"$70,382",70382,190222
38695949,CREDIT CARD,328-11-6134,229-819-9753,Atlanta,Fulton,Atlanta,GA,30357,South,15-03-2018,"$98,853",Non-Default,18-11-2020,715,708,"$39,541",39541,98853
38695950,PERSONAL LOAN,765-27-9283,303-857-8676,Carr,Weld,Carr,CO,80612,West,21-05-2021,"$1,83,323",Non-Default,04-04-2021,859,850,"$82,495",82495,183323
38695951,CREDIT CARD,313-35-2921,803-480-3773,Windsor,Aiken,Windsor,SC,29856,South,13-06-2021,"$64,722",Default,24-06-2021,768,808,"$25,242",25242,64722
38695952,CREDIT CARD,171-86-8319,216-964-7274,Friendship,Scioto,Friendship,OH,45630,Midwest,08-02-2021,"$57,741",Default,03-02-2021,841,856,"$23,674",23674,57741
38695953,CREDIT CARD,184-86-5829,206-953-2278,Sunnyside,Yakima,Sunnyside,WA,98944,West,08-03-2020,"$57,113",Non-Default,18-03-2021,702,747,"$17,705",17705,57113
38695954,CREDIT CARD,616-87-8775,252-253-2284,Winston Salem,Forsyth,Winston Salem,NC,27150,South,08-05-2021,"$45,766",Non-Default,24-08-2021,769,787,"$12,357",12357,45766
38695955,MORTGAGE,619-87-8478,319-763-3222,Oran,Fayette,Oran,IA,50664,Midwest,23-08-2020,"$4,07,593",Non-Default,11-01-2021,851,877,"$52,987",52987,407593
38695956,MORTGAGE,462-99-9471,239-325-7986,Miami,Miami-Dade,Miami,FL,33197,South,13-01-2018,"$1,79,706",Non-Default,24-08-2021,856,881,"$3,594",3594,179706
38695957,CREDIT CARD,482-41-6487,212-502-3466,Cameron Mills,Steuben,Cameron Mills,NY,14820,Northeast,11-07-2018,"$86,133",Default,19-04-2021,705,753,"$37,899",37899,86133
38695958,CREDIT CARD,661-22-7244,215-778-0072,Saint Petersburg,Clarion,Saint Petersburg,PA,16054,Northeast,02-11-2018,"$62,073",Non-Default,04-07-2021,772,816,"$2,483",2483,62073
38695959,CREDIT CARD,588-09-7636,218-585-3775,Young America,Carver,Young America,MN,55568,Midwest,10-09-2019,"$99,106",Non-Default,08-05-2021,746,746,"$49,553",49553,99106
38695960,PERSONAL LOAN,758-12-8353,209-256-0634,Hayward,Alameda,Hayward,CA,94542,West,03-08-2020,"$69,130",Non-Default,28-12-2020,706,729,"$9,678",9678,69130
38695961,MORTGAGE,261-99-4519,479-497-3824,Thida,Independence,Thida,AR,72165,South,11-06-2021,"$3,99,516",Non-Default,24-08-2021,773,811,$0,0,399516
38695962,PERSONAL LOAN,479-41-2390,239-396-3173,Miami Beach,Miami-Dade,Miami Beach,FL,33140,South,02-04-2018,"$1,51,617",Non-Default,24-08-2021,671,708,"$6,065",6065,151617
38695963,MORTGAGE,335-11-9698,212-643-7190,Brooklyn,Kings,Brooklyn,NY,11251,Northeast,17-02-2019,"$1,63,168",Non-Default,24-08-2021,726,720,"$45,687",45687,163168
38695964,MORTGAGE,449-99-8680,479-383-7597,Gateway,Benton,Gateway,AR,72733,South,24-09-2020,"$4,72,438",Non-Default,24-08-2021,804,838,"$85,039",85039,472438
38695965,CREDIT CARD,500-29-3367,212-896-6360,Elmira,Chemung,Elmira,NY,14925,Northeast,16-01-2018,"$85,585",Non-Default,24-08-2021,856,862,"$28,243",28243,85585
38695966,MORTGAGE,673-48-5194,209-495-5220,Sacramento,Sacramento,Sacramento,CA,94234,West,24-08-2021,"$2,76,111",Non-Default,24-08-2021,813,846,"$1,38,056",138056,276111
38695967,CREDIT CARD,029-92-3497,503-453-7725,Fort Rock,Lake,Fort Rock,OR,97735,West,27-12-2020,"$83,496",Default,06-11-2020,810,823,"$19,204",19204,83496
38695968,CREDIT CARD,412-99-9948,219-456-3761,Bloomington,Monroe,Bloomington,IN,47490,Midwest,20-07-2018,"$54,697",Non-Default,27-02-2021,674,685,"$14,768",14768,54697
38695969,MORTGAGE,388-33-8504,210-279-6582,Corpus Christi,Nueces,Corpus Christi,TX,78408,South,13-05-2019,"$3,36,253",Non-Default,11-05-2021,810,854,"$60,526",60526,336253
38695970,MORTGAGE,598-92-4919,229-987-2346,Shannon,Floyd,Shannon,GA,30172,South,11-07-2020,"$9,74,114",Non-Default,29-10-2020,777,789,"$2,82,493",282493,974114
38695971,CREDIT CARD,682-24-2397,228-461-2137,Liberty,Amite,Liberty,MS,39645,South,03-08-2019,"$42,779",Non-Default,10-08-2021,660,670,"$1,283",1283,42779
38695972,MORTGAGE,597-92-2438,212-552-6507,Niagara Falls,Niagara,Niagara Falls,NY,14301,Northeast,20-09-2018,"$9,73,818",Non-Default,24-08-2021,837,838,$0,0,973818
38695973,PERSONAL LOAN,287-15-2437,218-954-2499,Ray,Koochiching,Ray,MN,56669,Midwest,16-03-2018,"$1,31,054",Non-Default,24-08-2021,682,672,"$43,248",43248,131054
38695974,CREDIT CARD,633-31-4108,339-431-7828,Boston,Suffolk,Boston,MA,2199,Northeast,27-09-2020,"$43,504",Non-Default,01-03-2021,824,844,"$3,480",3480,43504
38695975,CREDIT CARD,330-11-9292,239-496-8745,Glen Saint Mary,Baker,Glen Saint Mary,FL,32040,South,21-06-2019,"$62,642",Non-Default,01-04-2021,822,843,"$30,068",30068,62642
38695976,CREDIT CARD,079-02-2207,215-757-4855,Pittston,Luzerne,Pittston,PA,18640,Northeast,27-01-2021,"$65,603",Non-Default,24-08-2021,777,814,"$28,865",28865,65603
38695977,CREDIT CARD,273-17-9699,239-646-9284,Palm Coast,Flagler,Palm Coast,FL,32142,South,10-12-2018,"$46,586",Non-Default,10-01-2021,766,816,"$22,827",22827,46586
38695978,MORTGAGE,640-29-3588,209-488-7707,Signal Hill,Los Angeles,Signal Hill,CA,90755,West,20-08-2019,"$1,24,769",Non-Default,24-08-2021,714,756,"$23,706",23706,124769
38695979,MORTGAGE,134-98-1612,252-721-2253,Jefferson,Ashe,Jefferson,NC,28640,South,13-07-2020,"$7,95,810",Default,28-10-2020,719,755,"$3,66,073",366073,795810
38695980,MORTGAGE,100-02-6095,385-437-7912,Fayette,Sanpete,Fayette,UT,84630,West,05-10-2018,"$7,85,256",Non-Default,24-08-2021,730,762,"$1,41,346",141346,785256
38695981,CREDIT CARD,109-98-1861,236-459-1444,Grundy,Buchanan,Grundy,VA,24614,South,11-11-2018,"$35,360",Non-Default,03-02-2021,843,868,"$1,414",1414,35360
38695982,CREDIT CARD,014-94-7464,270-430-2780,Lexington,Fayette,Lexington,KY,40592,South,07-03-2021,"$36,096",Default,13-04-2021,821,819,"$8,302",8302,36096
38695983,MORTGAGE,538-71-6312,231-837-8932,Columbus,St. Clair,Columbus,MI,48063,Midwest,24-08-2021,"$8,78,210",Default,25-02-2021,796,816,"$1,40,514",140514,878210
38695984,MORTGAGE,255-99-6727,270-955-0401,Mayking,Letcher,Mayking,KY,41837,South,24-02-2018,"$2,61,179",Non-Default,06-02-2021,884,897,"$26,118",26118,261179
38695985,PERSONAL LOAN,009-94-2519,215-719-0076,Morgan,Allegheny,Morgan,PA,15064,Northeast,01-06-2018,"$40,666",Non-Default,17-06-2021,678,668,"$10,167",10167,40666
38695986,MORTGAGE,651-62-8124,210-317-4647,Pear Valley,McCulloch,Pear Valley,TX,76867,South,20-07-2018,"$4,76,191",Non-Default,24-08-2021,791,798,"$76,191",76191,476191
38695987,CREDIT CARD,576-99-4883,219-412-8510,Lawrenceburg,Dearborn,Lawrenceburg,IN,47025,Midwest,07-11-2019,"$73,089",Default,27-03-2021,862,877,"$18,272",18272,73089
38695988,CREDIT CARD,035-74-7505,209-484-0173,Three Rivers,Tulare,Three Rivers,CA,93271,West,24-07-2019,"$96,060",Non-Default,27-01-2021,856,864,"$43,227",43227,96060
38695989,MORTGAGE,629-31-2304,217-807-1157,Tovey,Christian,Tovey,IL,62570,Midwest,09-11-2018,"$2,09,928",Non-Default,05-01-2021,653,693,"$23,092",23092,209928
38695990,PERSONAL LOAN,180-86-1238,304-638-7411,Independence,Preston,Independence,WV,26374,South,28-11-2019,"$1,75,060",Default,06-02-2021,717,750,"$66,523",66523,175060
38695991,MORTGAGE,085-02-8344,339-638-3214,Westwood,Norfolk,Westwood,MA,2090,Northeast,22-02-2021,"$9,46,503",Default,08-07-2021,827,828,"$4,54,321",454321,946503
38695992,MORTGAGE,316-35-7614,308-523-7579,Omaha,Douglas,Omaha,NE,68152,Midwest,04-11-2018,"$3,19,607",Default,31-07-2021,692,712,"$31,961",31961,319607
38695993,PERSONAL LOAN,056-02-3877,316-827-3164,Moundridge,McPherson,Moundridge,KS,67107,Midwest,24-08-2021,"$47,875",Non-Default,24-08-2021,769,767,"$10,533",10533,47875
38695994,CREDIT CARD,283-15-0755,304-801-7673,Matewan,Mingo,Matewan,WV,25678,South,24-08-2021,"$61,604",Non-Default,24-08-2021,731,754,"$23,410",23410,61604
38695995,CREDIT CARD,499-29-2249,212-834-7768,Canastota,Madison,Canastota,NY,13032,Northeast,09-01-2021,"$61,471",Default,24-08-2021,850,887,"$27,047",27047,61471
38695996,PERSONAL LOAN,348-08-7019,239-696-5472,Brandon,Hillsborough,Brandon,FL,33511,South,01-12-2019,"$1,69,783",Default,09-07-2021,827,871,"$6,791",6791,169783
38695997,CREDIT CARD,606-87-6930,229-510-7073,Calvary,Calvary,Calvary,GA,39829,South,07-07-2018,"$66,593",Non-Default,16-12-2020,870,868,"$17,314",17314,66593
38695998,CREDIT CARD,616-87-3907,219-845-4535,Urbana,Wabash,Urbana,IN,46990,Midwest,24-08-2021,"$38,085",Non-Default,14-01-2021,732,762,"$11,806",11806,38085
38695999,CREDIT CARD,286-15-1678,207-242-9401,Vienna,Kennebec,Vienna,ME,4360,Northeast,10-08-2019,"$32,509",Non-Default,09-12-2020,773,805,"$3,901",3901,32509
38696000,CREDIT CARD,023-92-1468,314-352-9203,Doe Run,St. Francois,Doe Run,MO,63637,Midwest,06-05-2020,"$43,773",Non-Default,30-05-2021,872,867,"$2,189",2189,43773
38696001,CREDIT CARD,510-33-3187,302-510-6361,Newark,New Castle,Newark,DE,19711,South,12-04-2018,"$96,181",Non-Default,11-12-2020,650,664,"$47,129",47129,96181
38696002,MORTGAGE,340-11-6206,209-831-9598,Imperial Beach,San Diego,Imperial Beach,CA,91933,West,24-08-2021,"$6,51,406",Non-Default,24-08-2021,761,759,"$52,112",52112,651406
38696003,PERSONAL LOAN,266-99-6248,229-829-7839,Plainfield,Dodge,Plainfield,GA,31073,South,24-08-2021,"$1,03,278",Non-Default,15-07-2021,714,758,"$39,246",39246,103278
38696004,MORTGAGE,615-87-7487,405-963-6624,Olustee,Jackson,Olustee,OK,73560,South,15-04-2021,"$5,83,269",Non-Default,24-08-2021,817,846,"$1,57,483",157483,583269
38696005,MORTGAGE,707-18-1403,217-907-7005,Mound City,Pulaski,Mound City,IL,62963,Midwest,21-01-2020,"$1,39,908",Default,24-08-2021,887,879,"$53,165",53165,139908
38696006,CREDIT CARD,401-73-6446,479-444-6964,Rover,Yell,Rover,AR,72860,South,04-07-2019,"$96,683",Non-Default,06-05-2021,757,796,"$3,867",3867,96683
38696007,CREDIT CARD,570-99-5103,308-888-5309,Concord,Dixon,Concord,NE,68728,Midwest,19-02-2020,"$75,379",Non-Default,30-03-2021,880,905,"$14,322",14322,75379
38696008,CREDIT CARD,271-17-7389,209-231-8085,Vacaville,Solano,Vacaville,CA,95696,West,08-04-2020,"$66,532",Default,17-12-2020,820,869,"$7,319",7319,66532
38696009,CREDIT CARD,324-11-2364,225-307-7481,Marthaville,Natchitoches,Marthaville,LA,71450,South,19-04-2020,"$79,723",Default,24-08-2021,702,732,"$35,078",35078,79723
38696010,CREDIT CARD,483-41-1704,216-696-3235,Sebring,Mahoning,Sebring,OH,44672,Midwest,13-10-2018,"$69,249",Non-Default,22-06-2021,772,816,"$26,315",26315,69249
38696011,CREDIT CARD,631-31-1921,304-937-6536,Troy,Gilmer,Troy,WV,26443,South,26-04-2020,"$68,927",Non-Default,26-03-2021,731,761,"$19,989",19989,68927
38696012,PERSONAL LOAN,024-92-4263,303-777-6440,Greeley,Weld,Greeley,CO,80632,West,04-03-2020,"$49,534",Default,04-12-2020,728,769,"$18,328",18328,49534
38696013,MORTGAGE,446-27-3887,262-740-8766,Milladore,Wood,Milladore,WI,54454,Midwest,25-02-2020,"$3,12,122",Non-Default,03-04-2021,742,775,"$68,667",68667,312122
38696014,MORTGAGE,533-71-2334,225-824-7511,Lafayette,Lafayette,Lafayette,LA,70598,South,27-01-2018,"$6,98,856",Default,06-07-2021,880,911,"$2,02,668",202668,698856
38696015,CREDIT CARD,750-20-9907,236-418-8748,Herndon,Herndon,Herndon,VA,22071,South,15-05-2019,"$57,150",Non-Default,17-07-2021,661,671,"$25,146",25146,57150
38696016,CREDIT CARD,057-02-6981,304-451-7039,Miami,Kanawha,Miami,WV,25134,South,24-08-2021,"$32,939",Non-Default,24-08-2021,832,881,"$14,493",14493,32939
